number,value,datetime_start,datetime_complete,duration,params_alpha-eval,params_alpha-train,params_batch-size,params_eps-eval,params_eps-train,params_lambda-actions-eval,params_lambda-actions-train,params_lambda-frames-eval,params_lambda-frames-train,params_learning-rate,params_n-epochs,params_n-frames,params_radius-gw,params_rho,params_ub-actions,params_ub-frames,params_weight-decay,state
24,0.6639748513698578,2025-03-02 13:01:05.070338,2025-03-02 13:02:29.303027,0 days 00:01:24.232689,0.25378232369104986,0.5074367868904975,8,0.08997430544863941,0.0369709404821042,0.027047739626877895,0.040416958237860776,0.02648530827682619,0.08633286357878575,0.0001603227421786861,25,7,0.03301788975511003,0.23036188997580725,False,True,2.022976141186472e-05,COMPLETE
25,0.6576721012592316,2025-03-02 13:02:29.305787,2025-03-02 13:03:43.557517,0 days 00:01:14.251730,0.26135196366512314,0.5129572404796058,8,0.005948498346487689,0.03748123664074994,0.029460516438158436,0.04175196435436028,0.026781404940282905,0.09176449140024978,0.000177619182407083,22,7,0.01646074462112434,0.2356174038695364,False,True,8.019525890902708e-05,COMPLETE
26,0.5440354853868484,2025-03-02 13:03:43.560287,2025-03-02 13:04:54.381362,0 days 00:01:10.821075,0.2629044134515778,0.5082592359684515,8,0.001996671228026589,0.03557190429407602,0.030359110483714657,0.04235412097225184,0.023945391100840673,0.0999864428409412,0.0012639997243265243,18,8,0.01495961636467157,0.16662805410970838,False,False,7.294707753144549e-05,COMPLETE
27,0.65660320520401,2025-03-02 13:04:54.384296,2025-03-02 13:06:09.115997,0 days 00:01:14.731701,0.6047870590474005,0.455286949870876,8,0.02019688668749288,0.019017109981441002,0.04068047716638951,0.054592872292552205,0.009552414706212452,0.09089356532855968,0.00011621914960130784,22,7,0.0010426289482249607,0.21964333078849524,False,True,2.135966255631685e-05,COMPLETE
28,0.6176537096500397,2025-03-02 13:06:09.118805,2025-03-02 13:07:21.031876,0 days 00:01:11.913071,0.7292773007170438,0.6099041405535576,8,0.011304070538673675,0.038523832990224015,0.049103157541693206,0.035920153420469704,0.029287519000227316,0.08238193033804932,0.0005171023377041367,20,9,0.017862689246783338,0.15178099826715719,False,True,0.0002378593299814791,COMPLETE
29,0.6381200522184372,2025-03-02 13:07:21.034732,2025-03-02 13:08:30.386878,0 days 00:01:09.352146,0.4517130781785834,0.6913856216195536,8,0.007318411573757106,0.015096108584974215,0.03266389686866119,0.022240737522703682,0.014194307060316443,0.09316684992759738,0.00012524860111144684,17,6,0.009188391920558859,0.2918721676790007,False,False,9.037669406076278e-05,COMPLETE
30,0.6268524795770645,2025-03-02 13:08:30.389683,2025-03-02 13:09:45.987335,0 days 00:01:15.597652,0.5131765965900497,0.4132831314144773,8,0.023498532421575975,0.026980535291249018,0.03983120849881632,0.043317487699553826,0.008600759970423293,0.04037050036549763,0.000487222725221038,22,20,0.034262402892262143,0.2979094430624142,False,True,0.00028207970215828515,COMPLETE
31,0.6519212156534195,2025-03-02 13:09:45.990280,2025-03-02 13:10:59.932803,0 days 00:01:13.942523,0.5993792374001471,0.45930310736867025,8,0.020343984419638892,0.018198265466533105,0.0230928250452175,0.05441232182047427,0.017116756314115557,0.08992884413407821,9.799272079562763e-05,22,4,0.003047226041450274,0.2214288749176069,False,True,2.557827911291171e-05,COMPLETE
32,0.6558563351631165,2025-03-02 13:10:59.935901,2025-03-02 13:12:16.065311,0 days 00:01:16.129410,0.6841871844461872,0.5103911473356444,8,0.009562953348058748,0.02886541809496629,0.037793568091183775,0.06334875040759383,0.008057397858168574,0.08429562080125656,4.1792722594287265e-05,23,7,0.010605933801989324,0.24111174853977774,False,True,1.6139462200289912e-05,COMPLETE
33,0.6498480975627899,2025-03-02 13:12:16.068270,2025-03-02 13:13:27.050062,0 days 00:01:10.981792,0.5950965286536457,0.35127244928278145,8,0.01828329159920617,0.013650805200495315,0.052341536873893535,0.08170662812848443,0.027472401146399997,0.09428772123496439,0.0002084535249855053,20,6,0.0010656528693961526,0.2006329753669325,False,True,6.0099634791092834e-05,COMPLETE
34,0.5464258998632431,2025-03-02 13:13:27.052989,2025-03-02 13:14:42.805534,0 days 00:01:15.752545,0.552347819253697,0.454447609688545,8,0.001353788423123196,0.04442541060361851,0.032099602048112685,0.03421975512348767,0.04058561703050448,0.08780436054445853,6.824688064309714e-05,22,16,0.021034099934721565,0.18026666004746295,False,True,3.455860376306928e-05,COMPLETE
35,0.6545735090970993,2025-03-02 13:14:42.808536,2025-03-02 13:16:26.407647,0 days 00:01:43.599111,0.3068387087492336,0.48122731969859145,8,0.01298030906987642,0.054383124898316045,0.04398138512214665,0.04970819556030954,0.007732255012298912,0.09746297790296099,0.0001687902973196991,29,9,0.009261243477612584,0.22471354579222566,False,False,0.00013604769765151992,COMPLETE
36,0.6497912645339966,2025-03-02 13:16:26.410720,2025-03-02 13:17:43.495787,0 days 00:01:17.085067,0.6083514164770926,0.5320532338974188,8,0.007351389559035023,0.018393017677558826,0.010729060498786946,0.04154856853480803,0.023525020516499906,0.08142486657208832,0.0019909535798849874,23,12,0.027778030789590315,0.26695442811410913,False,True,2.363832668841333e-05,COMPLETE
37,0.5538904875516892,2025-03-02 13:17:43.498976,2025-03-02 13:19:19.378081,0 days 00:01:35.879105,0.6962221093571451,0.788560377800338,8,0.015526090742431265,0.02777592702293346,0.0648956349881906,0.05558027120392431,0.012772400364396768,0.06906177139631375,0.0004117495598246507,25,22,0.038614628216361406,0.2493069055833258,False,False,1.1075815019181442e-05,COMPLETE
38,0.6212689697742462,2025-03-02 13:19:19.381262,2025-03-02 13:20:37.866426,0 days 00:01:18.485164,0.29018364630728466,0.3692347456497824,8,0.03238115252155924,0.010216614323093128,0.020327002734008275,0.028330160286949655,0.03466083508832126,0.02020235363046662,5.7215634030740284e-05,24,7,0.017709449268205064,0.0950845786063598,False,True,5.155681640340262e-05,COMPLETE
39,0.6371584564447403,2025-03-02 13:20:37.869479,2025-03-02 13:21:50.948034,0 days 00:01:13.078555,0.5317800004790083,0.42738219232532404,8,0.09177713209859363,0.0012899205736110753,0.03541122390118394,0.0463561041346998,0.04565850832289153,0.09197306151775246,0.023710955606082634,21,5,0.023885320099332107,0.2155860631848716,False,True,3.0384708816697695e-05,COMPLETE
40,0.571467188000679,2025-03-02 13:21:50.951118,2025-03-02 13:23:17.590003,0 days 00:01:26.638885,0.24741706169093097,0.5944413172865503,8,0.04429371178089529,0.04015170913115576,0.057318015955239415,0.014801674553832878,0.005121043931653219,0.04528348145349357,0.0008725980661066339,26,10,0.006799259820585938,0.27630136491906104,False,True,0.0007751272320003948,COMPLETE
41,0.6541472405195236,2025-03-02 13:23:17.593156,2025-03-02 13:24:33.627593,0 days 00:01:16.034437,0.6887351378524028,0.5077688160492912,8,0.009061249185004018,0.029033346038668556,0.03875690230635069,0.06246789261904069,0.010360980518135483,0.08460615943669447,3.344654952012509e-05,23,7,0.011735402913147813,0.24321471040629072,False,True,1.6499170655830564e-05,COMPLETE
42,0.6497918605804444,2025-03-02 13:24:33.630906,2025-03-02 13:25:49.852015,0 days 00:01:16.221109,0.623302924424344,0.4830721044139289,8,0.021389387433654643,0.031672745684069935,0.04855123918084276,0.060606964313848974,0.018210280674892595,0.09544072248934109,1.0831317089000556e-05,23,6,0.006729018672083673,0.2354196591863212,False,True,1.7408406986575466e-05,COMPLETE
43,0.6432030111551285,2025-03-02 13:25:49.855404,2025-03-02 13:27:01.512696,0 days 00:01:11.657292,0.5839901010838936,0.5264236821814716,8,0.005555568630564367,0.02165441362477684,0.036638918712817034,0.06684311585315991,0.004392538777636757,0.07990441399470787,4.407503442357057e-05,20,4,0.030702288907367984,0.21157152275888053,False,True,9.183849274571775e-06,COMPLETE
44,0.648510092496872,2025-03-02 13:27:01.515909,2025-03-02 13:28:19.788456,0 days 00:01:18.272547,0.6838956601211224,0.6482121812948686,8,0.015452861040374131,0.04088536345963206,0.028672075576301397,0.038851411254847645,0.014962114023321217,0.08803224213145694,2.0953956230855434e-05,24,8,0.013257228049041789,0.1883508777982429,False,True,9.510984066613565e-05,COMPLETE
45,0.5436824947595597,2025-03-02 13:28:19.791673,2025-03-02 13:29:34.913723,0 days 00:01:15.122050,0.7240292185199081,0.40244489791570637,8,0.011003230855825387,0.05630707158136687,0.03336599795800689,0.0504835762408284,0.024346293120050246,0.06829566475312909,0.0003564327207765385,22,9,0.020942798743928348,0.2302775603590212,False,True,3.547446718932224e-05,COMPLETE
46,0.609497994184494,2025-03-02 13:29:34.916963,2025-03-02 13:30:34.031516,0 days 00:00:59.114553,0.23491957467818736,0.4524028405442949,8,0.0710363553995057,0.07759575712064909,0.08783879592475183,0.08391586613750937,0.010798305378673902,0.09971814586437742,0.000123855486384813,15,11,0.029329150896849045,0.2576764706518001,False,True,2.3177243818608768e-05,COMPLETE
47,0.5348550826311111,2025-03-02 13:30:34.034857,2025-03-02 13:31:41.479565,0 days 00:01:07.444708,0.3479376759994776,0.48786892684086997,8,0.0304632395032649,0.02357301455390807,0.04051284677228677,0.030825968108305193,0.03277762818396953,0.08434391167763684,8.887680636749417e-05,19,23,0.014709282266679547,0.2802973913684392,True,True,1.4275948951576587e-05,COMPLETE
48,0.6529022067785263,2025-03-02 13:31:41.482833,2025-03-02 13:33:09.277544,0 days 00:01:27.794711,0.6592335484191828,0.2930959587920857,8,0.08528824251027813,0.05172627492146364,0.021421370155385325,0.021623464235179288,0.021058885445783996,0.07844305496853789,2.990740382667242e-05,27,6,0.005891471151411397,0.15559958247726086,False,True,0.00011893088581840372,COMPLETE
49,0.6546022862195969,2025-03-02 13:33:09.280960,2025-03-02 13:34:20.885483,0 days 00:01:11.604523,0.7823729364639604,0.5491728364053369,8,0.023466211113726772,0.030441873921827692,0.05369249002892825,0.09913278226017241,0.004613489923935725,0.027384296234744254,4.767418608718894e-05,17,5,0.03692967754785782,0.26876294820938007,False,False,7.219728147615998e-05,COMPLETE
50,0.5450210422277451,2025-03-02 13:34:20.888813,2025-03-02 13:35:35.050408,0 days 00:01:14.161595,0.48512670880752906,0.5993074755353248,8,0.03481142711185173,0.03791067088653081,0.005135057706476109,0.05676116209310318,0.0010068683533978537,0.07222812593759413,0.06685375722722539,21,16,0.02155355398956265,0.2444781683439297,True,True,0.00020923232631147673,COMPLETE
51,0.653902867436409,2025-03-02 13:35:35.053828,2025-03-02 13:36:44.240370,0 days 00:01:09.186542,0.7968319282214125,0.5237843959880448,8,0.024502055582741888,0.030890983626289698,0.05350728169912751,0.09611865237437342,0.007895807838929065,0.030976767978616343,4.816093766755844e-05,16,5,0.03718954714633787,0.2682786295415156,False,False,4.7224420011953454e-05,COMPLETE
52,0.632532799243927,2025-03-02 13:36:44.243899,2025-03-02 13:37:55.400468,0 days 00:01:11.156569,0.7701492346863567,0.550397536862188,8,0.005208100054181096,0.026790233597923492,0.05799961944086022,0.0656629617036042,0.006013833233249721,0.012979836960099063,0.00013436143324857425,17,7,0.0490798881820093,0.2547936685807025,False,False,7.257621728192671e-05,COMPLETE
53,0.654629722237587,2025-03-02 13:37:55.403907,2025-03-02 13:39:04.750286,0 days 00:01:09.346379,0.7132338883179835,0.44138363213259724,8,0.017322406534573294,0.02021453823191781,0.04600674214938848,0.09965342860329005,0.013749921912940114,0.029038202031319474,2.076803690474902e-05,17,5,0.034543661934955075,0.29979056161474527,False,False,6.245978110914344e-05,COMPLETE
54,0.6568313628435134,2025-03-02 13:39:04.755419,2025-03-02 13:40:12.807415,0 days 00:01:08.051996,0.7282302075543811,0.4347332945113783,8,0.015606846767040404,0.010700815286921806,0.045021186673288444,0.07746549130746007,0.02013395847679442,0.0913063590534074,1.9015687886887758e-05,16,8,0.025604107001468233,0.29854159232402366,False,False,2.905980456259927e-05,COMPLETE
55,0.6519552677869797,2025-03-02 13:40:12.811112,2025-03-02 13:41:20.843553,0 days 00:01:08.032441,0.7438044232190459,0.38195799983285983,8,0.012113254482955096,0.008516871034548235,0.025117166880109107,0.07910085435249814,0.02674580363060527,0.09176904634180107,1.0753111741349386e-05,16,9,0.025750997547528933,0.2869310899531961,False,False,1.1255752935431056e-05,COMPLETE
56,0.6519071459770203,2025-03-02 13:41:20.847026,2025-03-02 13:42:20.237892,0 days 00:00:59.390866,0.6303035777277974,0.4690994498126339,8,0.008440134981799664,0.014800550756958467,0.037323363379519844,0.047096897324747894,0.019688453648733575,0.09638816812207981,1.7778740092699183e-05,15,8,0.010656349779096972,0.21391134149597774,False,True,2.0475082022065565e-05,COMPLETE
57,0.6549012780189514,2025-03-02 13:42:20.241589,2025-03-02 13:43:33.262853,0 days 00:01:13.021264,0.6702532139114348,0.6407075927428912,8,0.06435810354533757,0.04705124826927326,0.01471426121380131,0.07124375888959165,0.031281125556238916,0.08589995819009177,0.00031049814805663426,18,7,0.015996067833463322,0.28034789960080786,False,False,3.122243483147257e-05,COMPLETE
58,0.64742990732193,2025-03-02 13:43:33.266384,2025-03-02 13:44:59.044313,0 days 00:01:25.777929,0.32358590244744423,0.5025900834254782,8,0.014508439873999933,0.011220930881644647,0.02959170138223593,0.08708866408970051,0.016778791918511567,0.09046232018098589,0.0048354967006862,25,10,0.020201461992001984,0.2378267292037505,True,True,7.724308204443476e-06,COMPLETE
59,0.52359137237072,2025-03-02 13:44:59.047870,2025-03-02 13:46:18.724640,0 days 00:01:19.676770,0.6486945105357839,0.4366758991355855,8,0.0032347767516831844,0.004279561889360548,0.043811835355426085,0.038741106484691916,0.022285861982211372,0.08114631810680185,0.00017327145036379776,24,18,0.002682220710056374,0.2592737451349292,False,True,3.967111972798334e-05,COMPLETE
60,0.6346392929553986,2025-03-02 13:46:18.728175,2025-03-02 13:47:35.621554,0 days 00:01:16.893379,0.5711861260066227,0.3981551350421966,8,0.01886591586450826,0.09315756636498604,0.026497809620578225,0.05197859711167407,0.03796759535673028,0.0021204085958671376,0.0005894662880752863,23,11,0.03166776399847209,0.22698806988647374,False,True,2.7185476695379996e-05,COMPLETE
61,0.6542279481887817,2025-03-02 13:47:35.625186,2025-03-02 13:48:49.417285,0 days 00:01:13.792099,0.6737831168871408,0.6623915840444684,8,0.07760171306514325,0.04728636066397292,0.012746727254582153,0.07280751667467374,0.03182943615010953,0.08731031406783113,0.00030854643807342024,18,7,0.01650731582212105,0.2812356309657454,False,False,1.395273548030335e-05,COMPLETE
62,0.6519356399774551,2025-03-02 13:48:49.420900,2025-03-02 13:49:58.820012,0 days 00:01:09.399112,0.7023799598973361,0.7084906634239169,8,0.06601104570816638,0.04260407704936627,0.01731474503241121,0.07513045148583898,0.026824866462447562,0.08514472309831432,8.706193204686876e-05,16,8,0.012650224837314764,0.2839996024120226,False,False,1.8696542475342115e-05,COMPLETE
63,0.643010601401329,2025-03-02 13:49:58.823888,2025-03-02 13:51:12.711019,0 days 00:01:13.887131,0.7465727953532671,0.6394487316843301,8,0.093050372077529,0.034908067085411575,0.008861941598375762,0.07034279420338768,0.010555795261536443,0.09443823807684426,0.0002772016788244277,18,6,0.024652189194534317,0.29315690741155676,False,False,3.1624446665728324e-05,COMPLETE
64,0.5579234659671783,2025-03-02 13:51:12.715007,2025-03-02 13:52:20.671546,0 days 00:01:07.956539,0.6202837377227074,0.7498804572304036,8,0.08207486551406284,0.05805430128946113,0.014849556356067013,0.0659014676068718,0.030379594356323442,0.07521839835982581,0.00017336629958354026,15,7,0.07817691761093357,0.25026396318522465,False,False,5.030899668121626e-05,COMPLETE
65,0.6436895459890365,2025-03-02 13:52:20.675210,2025-03-02 13:53:43.970076,0 days 00:01:23.294866,0.6520868821925846,0.5855302943744847,8,0.0650545811087382,0.04868540835242183,0.021893487922963056,0.003522250526824623,0.01617465038087605,0.08876818770795003,0.0015762458661824998,20,8,0.042653477188189876,0.27044471488437305,False,False,5.1273039747332445e-06,COMPLETE
66,0.6356968969106673,2025-03-02 13:53:43.973865,2025-03-02 13:55:07.842755,0 days 00:01:23.868890,0.538757965928521,0.618212028212465,8,0.057538712960644695,0.024914992614047553,0.03202962921893134,0.07665270658719635,0.020770180409792297,0.09688245266931558,6.897386249774388e-05,21,4,0.017123795677983708,0.25939614796521093,False,False,4.201697546763718e-05,COMPLETE
67,0.6238854110240937,2025-03-02 13:55:07.846585,2025-03-02 13:56:11.119967,0 days 00:01:03.273382,0.6737842795006467,0.6695568141547641,8,0.05311653673822734,0.06097717083221878,0.04188279738549597,0.05910516181750226,0.03604553316749244,0.08287559263168941,0.000736707078176581,18,9,0.05593513280442525,0.03084134646091595,False,True,2.1725246021128308e-05,COMPLETE
68,0.5440354853868484,2025-03-02 13:56:11.123745,2025-03-02 13:57:12.194435,0 days 00:01:01.070690,0.3703923029622215,0.5645079349674852,8,0.04458914244229631,0.06505459392006795,0.018426198137328917,0.03322372553621122,0.041170784244553504,0.06381598245713373,3.073618853802132e-05,16,20,0.008640392694138004,0.19317315447452627,True,True,0.0001092520975330489,COMPLETE
69,0.63386053442955,2025-03-02 13:57:12.198164,2025-03-02 13:58:25.257340,0 days 00:01:13.059176,0.2843641626715978,0.4690553189203226,8,0.037514365961970414,0.03571583046840762,0.047771617365979215,0.02648985207128485,0.025604798900488994,0.09198022928283042,0.03568722726682308,19,13,0.02717095010382037,0.20713921540928773,False,False,2.9628684786198264e-05,COMPLETE
70,0.6537488311529159,2025-03-02 13:58:25.261171,2025-03-02 13:59:51.760064,0 days 00:01:26.498893,0.4519018383772052,0.4216001514329908,8,0.06159675056654325,0.05225076106790712,0.03539122681379704,0.06289693261738159,0.0464961164620592,0.086015751685174,0.013985288870929188,26,6,0.005396628899080206,0.29110165601532,False,True,0.0001813852870709738,COMPLETE
71,0.6518278956413269,2025-03-02 13:59:51.764025,2025-03-02 14:01:01.594561,0 days 00:01:09.830536,0.7085383933579366,0.4387983297655296,8,0.01811948635620478,0.01940115137846817,0.04736338584739741,0.08977069170767592,0.01402863902666562,0.052228368328353994,1.3816040554630773e-05,17,5,0.019826200928561775,0.29271561754251435,False,False,5.618572477508854e-05,COMPLETE
72,0.6515226125717163,2025-03-02 14:01:01.598640,2025-03-02 14:02:10.861462,0 days 00:01:09.262822,0.7257835082328727,0.36392810268444037,8,0.009733703309264891,0.020942976735037408,0.04543622780728637,0.05395260481047224,0.012941542455660439,0.016996949611757385,4.074496024249469e-05,17,5,0.034920811713938904,0.2736596943195554,False,False,7.008654837118808e-05,COMPLETE
73,0.6511125683784484,2025-03-02 14:02:10.865615,2025-03-02 14:03:20.007219,0 days 00:01:09.141604,0.7619357603525427,0.49364511166005515,8,0.006269888148501143,0.01663585784859891,0.03884907655352557,0.04506072419708509,0.018167691114527262,0.09783192524778606,2.4058865780671425e-05,17,7,0.03370080696268293,0.29731231076395087,False,False,6.506452215299003e-05,COMPLETE
